Ensembl ID;Gene;Chromosome_scaffold;Transcript start;Transcript end
ENSMUST00000027432;Psmd1;1;86064619;86139151
ENSMUST00000033805;Psmd10;X;140948429;140956689
ENSMUST00000173938;Psmd11;11;80428623;80471909
ENSMUST00000017572;Psmd11;11;80428625;80473248
ENSMUST00000021063;Psmd12;11;107479484;107498173
ENSMUST00000106750;Psmd12;11;107479577;107497733
ENSMUST00000163610;Psmd13;7;140882464;140898612
ENSMUST00000130462;Psmd13;7;140889400;140898395
ENSMUST00000026560;Psmd13;7;140881968;140898642
ENSMUST00000028278;Psmd14;2;61711694;61800376
ENSMUST00000017365;Psmd3;11;98682554;98695979
ENSMUST00000123676;Psmd3;11;98687787;98693840
ENSMUST00000071664;Psmd4;3;95032697;95042552
ENSMUST00000107237;Psmd4;3;95032694;95042614
ENSMUST00000028225;Psmd5;2;34849734;34870962
ENSMUST00000135575;Psmd5;2;34852443;34857691
ENSMUST00000022256;Psmd6;14;14112174;14120984
ENSMUST00000044106;Psmd7;8;107580381;107588464
ENSMUST00000209034;Psmd8;7;29174188;29180481
ENSMUST00000182328;Psmd8;7;29174188;29180552
ENSMUST00000197809;Psmd9;5;123234594;123248527
ENSMUST00000100729;Psmd9;5;123228190;123250131
ENSMUST00000019470;Psme3;11;101316213;101323537
ENSMUST00000041231;Psme4;11;30771726;30880361
ENSMUST00000023630;Psmg1;16;95979933;95990960
ENSMUST00000025418;Psmg2;18;67641599;67654162
ENSMUST00000031531;Psmg3;5;139823592;139826885
ENSMUST00000022507;Pspc1;14;56720710;56778316
ENSMUST00000031399;Psph;5;129765558;129787449
ENSMUST00000031628;Ptcd1;5;145147514;145167108
ENSMUST00000022153;Ptcd2;13;99319647;99344705
ENSMUST00000021990;Ptdss1;13;66932830;66998401
ENSMUST00000013807;Pten;19;32757497;32826160
ENSMUST00000042055;Ptpa;2;30416039;30447805
ENSMUST00000100770;Ptpn11;5;121130533;121191397
ENSMUST00000054547;Ptpn11;5;121130541;121191329
ENSMUST00000025420;Ptpn2;18;67665512;67724588
ENSMUST00000034832;Ptpn9;9;56994923;57062807
ENSMUST00000086828;Ptprs;17;56412431;56462216
ENSMUST00000108022;Ptrh2;11;86683985;86692457
ENSMUST00000179139;Ptrhd1;12;4234027;4239950
ENSMUST00000034570;Pts;9;50521617;50528651
ENSMUST00000100527;Puf60;15;76070182;76080913
ENSMUST00000002599;Puf60;15;76070190;76080912
ENSMUST00000201060;Pum1;CHR_MG4266_PATCH;130615245;130733448
ENSMUST00000202551;Pum1;CHR_MG4266_PATCH;130615207;130733450
ENSMUST00000178015;Pum2;12;8674134;8752581
ENSMUST00000076219;Pum3;19;27388698;27429825
ENSMUST00000051301;Pura;18;36281097;36292535
ENSMUST00000179343;Purb;11;6467599;6475917
ENSMUST00000109525;Pus10;11;23665674;23732876
ENSMUST00000034615;Pus3;9;35559460;35567401
ENSMUST00000049151;Pus7l;15;94522688;94543547
ENSMUST00000097737;Pusl1;4;155888862;155891781
ENSMUST00000001836;Pwp1;10;85871831;85889096
ENSMUST00000042556;Pwp2;10;78170909;78185149
ENSMUST00000109280;Pwwp2a;11;43684145;43707191
ENSMUST00000053918;Pycrl;15;75916477;75921560
ENSMUST00000163377;Pym1;10;128747889;128766563
ENSMUST00000032566;Qpctl;7;19139702;19149291
ENSMUST00000006851;Qrich1;9;108517114;108560163
ENSMUST00000020012;Qrsl1;10;43874188;43901745
ENSMUST00000036187;Qsox2;2;26209125;26237525
ENSMUST00000091263;Qsox2;2;26208637;26225371
ENSMUST00000002902;Qtrt1;9;21411837;21420274
ENSMUST00000121142;R3hcc1;14;69697308;69707493
ENSMUST00000118374;R3hcc1;14;69697307;69707584
ENSMUST00000160107;R3hcc1l;19;42518798;42591010
ENSMUST00000026188;R3hcc1l;19;42518759;42592343
ENSMUST00000021001;Rab10;12;3247428;3309969
ENSMUST00000172298;Rab11a;9;64715299;64737758
ENSMUST00000169058;Rab11a;9;64716943;64737623
ENSMUST00000057373;Rab11b;17;33742484;33760530
ENSMUST00000173860;Rab11b;17;33746750;33760306
ENSMUST00000028238;Rab14;2;35180205;35201120
ENSMUST00000097680;Rab18;18;6765220;6789240
ENSMUST00000025804;Rab1b;19;5099205;5107072
ENSMUST00000020343;Rab21;10;115287084;115315591
ENSMUST00000029024;Rab22a;2;173659760;173707343
ENSMUST00000035242;Rab24;13;55319885;55321945
ENSMUST00000031011;Rab28;5;41624976;41708154
ENSMUST00000060232;Rab2a;4;8535644;8607778
ENSMUST00000054387;Rab33b;3;51483966;51496232
ENSMUST00000031492;Rab35;5;115631908;115647736
ENSMUST00000037649;Rab3gap1;1;127868773;127943868
ENSMUST00000194740;Rab3gap2;1;185204117;185284185
ENSMUST00000017975;Rab5a;17;53479234;53507680
ENSMUST00000019317;Rab5c;11;100715011;100738215
ENSMUST00000107364;Rab5c;11;100715009;100738215
ENSMUST00000032946;Rab6a;7;100607586;100641268
ENSMUST00000107048;Rab6a;7;100607410;100641268
ENSMUST00000113600;Rab7;6;87999106;88045270
ENSMUST00000113596;Rab7;6;87999805;88045245
ENSMUST00000003121;Rab8a;8;72161200;72183904
ENSMUST00000112091;Rab9;X;166457253;166479867
ENSMUST00000076270;Rabep1;11;70844778;70943105
ENSMUST00000145903;Rabepk;2;34777556;34799912
ENSMUST00000118108;Rabepk;2;34779237;34799728
ENSMUST00000119797;Rabgef1;5;130171798;130214342
ENSMUST00000062861;Rabggta;14;55715877;55722176
ENSMUST00000163889;Rabggta;14;55716325;55722263
ENSMUST00000089950;Rabggtb;3;153907289;153913009
ENSMUST00000047978;Rabif;1;134494648;134508774
ENSMUST00000058137;Rabl6;2;25583018;25608521
ENSMUST00000080537;Rac1;5;143503634;143528036
ENSMUST00000100489;Rac1;5;143505482;143527993
ENSMUST00000022927;Rad21;15;51962240;51991747
ENSMUST00000003911;Rad23a;8;84834652;84840641
ENSMUST00000109761;Rad23a;8;84834911;84840665
ENSMUST00000144675;Rad23a;8;84834019;84838047
ENSMUST00000030134;Rad23b;4;55350043;55392237
ENSMUST00000046502;Rad54l2;9;106688082;106789194
ENSMUST00000181329;Rad9a;CHR_MG153_PATCH;4195195;4201635
ENSMUST00000029013;Rae1;2;173000117;173015739
ENSMUST00000009003;Rala;13;17880571;17944239
ENSMUST00000024905;Ralbp1;17;65848418;65884954
ENSMUST00000058089;Raly;2;154791157;154867261
ENSMUST00000031383;Ran;5;129020069;129024323
ENSMUST00000183528;Ranbp1;CHR_MG3833_MG4220_PATCH;18239784;18248732
ENSMUST00000041400;Ranbp10;8;105768308;105827350
ENSMUST00000003310;Ranbp2;10;58446922;58494356
ENSMUST00000002445;Ranbp3;17;56673358;56711764
ENSMUST00000144326;Ranbp9;13;43402675;43481282
ENSMUST00000052374;Rangap1;15;81704253;81730003
ENSMUST00000029796;Rap1gds1;3;138925910;139075070
ENSMUST00000053593;Rap2c;X;51003912;51018018
ENSMUST00000147488;Rapgef1;2;29702482;29740363
ENSMUST00000102872;Rapgef1;2;29619770;29740978
ENSMUST00000018992;Rars;11;35808381;35834506
ENSMUST00000029968;Rars2;4;34614957;34660167
ENSMUST00000115487;Raver1;9;21074158;21092008
ENSMUST00000102598;Rbbp4;4;129307100;129335370
ENSMUST00000052135;Rbbp6;7;122970564;123002557
ENSMUST00000205495;Rbbp6;7;123000279;123002554
ENSMUST00000033720;Rbbp7;X;162760402;162779092
ENSMUST00000112327;Rbbp7;X;162760421;162778756
ENSMUST00000028915;Rbbp9;2;144542265;144550869
ENSMUST00000028964;Rbck1;2;152316334;152332653
ENSMUST00000109847;Rbck1;2;152316334;152332412
ENSMUST00000084383;Rbm10;X;20617783;20650901
ENSMUST00000115375;Rbm10;X;20617503;20650888
ENSMUST00000006625;Rbm14;19;4800569;4811634
ENSMUST00000113793;Rbm14;19;4800922;4811585
ENSMUST00000061772;Rbm15;3;107325421;107333673
ENSMUST00000055843;Rbm15b;9;106880918;106887428
ENSMUST00000040314;Rbm17;2;11585437;11603262
ENSMUST00000028251;Rbm18;2;36116079;36136773
ENSMUST00000025506;Rbm22;18;60560736;60572810
ENSMUST00000048155;Rbm25;12;83632252;83683123
ENSMUST00000163545;Rbm26;14;105114965;105176860
ENSMUST00000163499;Rbm26;14;105116135;105177264
ENSMUST00000172122;Rbm26;14;105106751;105130337
ENSMUST00000046972;Rbm27;18;42275353;42341542
ENSMUST00000091920;Rbm27;18;42275353;42341542
ENSMUST00000007993;Rbm28;6;29123576;29165006
ENSMUST00000059644;Rbm33;5;28317177;28419239
ENSMUST00000045994;Rbm34;8;126947172;126971071
ENSMUST00000180248;Rbm4;19;4784293;4793901
ENSMUST00000108141;Rbm42;7;30640999;30650144
ENSMUST00000042726;Rbm42;7;30641001;30650317
ENSMUST00000046389;Rbm45;2;76369984;76383768
ENSMUST00000170000;Rbm7;9;48488701;48495297
ENSMUST00000196456;Rbm8a;3;96629940;96633791
ENSMUST00000048915;Rbm8a;3;96629933;96633791
ENSMUST00000033433;Rbmx2;X;48695004;48710723
ENSMUST00000211719;Rbmxl1;8;78505277;78508879
ENSMUST00000049245;Rbmxl1;8;78505269;78508898
ENSMUST00000023036;Rbx1;15;81466296;81476369
ENSMUST00000161609;Rc3h1;1;160906418;160974978
ENSMUST00000100143;Rc3h2;2;37370073;37414821
ENSMUST00000030606;Rcan3;4;135412308;135433853
ENSMUST00000025823;Rce1;19;4622595;4625640
ENSMUST00000031345;Rchy1;5;91948904;91963068
ENSMUST00000169948;Rchy1;5;91949001;91962735
ENSMUST00000114276;Rcn2;9;56041857;56059077
ENSMUST00000084968;Rcor1;12;111039351;111115901
ENSMUST00000161204;Rdh11;12;79174337;79192293
ENSMUST00000163153;Rdx;9;52047173;52088735
ENSMUST00000047218;Reep4;14;70545354;70548933
ENSMUST00000030914;Rer1;4;155074110;155086373
ENSMUST00000105680;Rere;4;150488393;150621962
ENSMUST00000105682;Rere;4;150281646;150621966
ENSMUST00000027251;Rev1;1;38052786;38129662
ENSMUST00000034524;Rexo2;9;48468512;48480611
ENSMUST00000023867;Rfc2;5;134582690;134601805
ENSMUST00000038131;Rfc3;5;151642756;151651242
ENSMUST00000086461;Rfc5;5;117378103;117389047
ENSMUST00000038739;Rfwd3;8;111270944;111300222
ENSMUST00000005600;Rfx1;8;84066836;84096992
ENSMUST00000075724;Rfxank;8;70130806;70139154
ENSMUST00000044373;Rfxap;3;54803115;54807791
ENSMUST00000107886;Rgp1;4;43578715;43587487
ENSMUST00000027322;Rhbdd1;1;82316452;82445366
ENSMUST00000043707;Rhbdd2;5;135632618;135646376
ENSMUST00000030787;Rheb;5;24802823;24842624
ENSMUST00000017831;Rhot1;11;80209119;80266767
ENSMUST00000092857;Rhot1;11;80209084;80267486
ENSMUST00000134894;Rhot1;11;80242611;80266744
ENSMUST00000077451;Rhot1;11;80209019;80266812
ENSMUST00000043897;Rhot2;17;25838457;25844851
ENSMUST00000043610;Ric1;19;29522282;29606829
ENSMUST00000022946;Rida;15;34484021;34495255
ENSMUST00000025183;Ring1;17;34020792;34024680
ENSMUST00000021866;Riok1;13;38036995;38061433
ENSMUST00000025270;Riok3;18;12128741;12157387
ENSMUST00000056635;Rlf;4;121145883;121215084
ENSMUST00000042450;Rmi1;13;58402263;58411148
ENSMUST00000002292;Rmnd5a;6;71388634;71440637
ENSMUST00000149415;Rmnd5a;6;71388887;71399293
ENSMUST00000020959;Rnaseh1;12;28649602;28659589
ENSMUST00000128972;Rnaseh2a;8;84957667;84966064
ENSMUST00000183146;Rnf113a2;12;84417196;84418578
ENSMUST00000029740;Rnf115;3;96727664;96791152
ENSMUST00000096639;Rnf121;7;102019137;102065158
ENSMUST00000047203;Rnf126;10;79758515;79766952
ENSMUST00000052396;Rnf138;18;21001991;21028224
ENSMUST00000072847;Rnf138;18;21001341;21028223
ENSMUST00000036904;Rnf139;15;58889229;58902390
ENSMUST00000171461;Rnf14;18;38296805;38317836
ENSMUST00000170811;Rnf14;18;38296635;38317847
ENSMUST00000177236;Rnf141;7;110813531;110844457
ENSMUST00000019333;Rnf145;11;44518964;44565520
ENSMUST00000160372;Rnf146;10;29346176;29362047
ENSMUST00000014614;Rnf166;8;122466147;122476064
ENSMUST00000037534;Rnf167;11;70647287;70651421
ENSMUST00000171474;Rnf168;16;32277461;32301434
ENSMUST00000069580;Rnf181;6;72359714;72362432
ENSMUST00000193509;Rnf181;CHR_MG184_PATCH;72359713;72362431
ENSMUST00000077078;Rnf185;11;3415982;3452363
ENSMUST00000029989;Rnf20;4;49632066;49656887
ENSMUST00000053498;Rnf216;5;142990893;143112994
ENSMUST00000031434;Rnf34;5;122850048;122871291
ENSMUST00000030992;Rnf4;5;34336380;34353436
ENSMUST00000182709;Rnf4;5;34336289;34353439
ENSMUST00000205694;Rnf40;7;127588767;127604799
ENSMUST00000206914;Rnf40;7;127588919;127603594
ENSMUST00000096386;Rnf41;10;128411746;128440338
ENSMUST00000024817;Rnf8;17;29614790;29644991
ENSMUST00000108153;Rngtt;4;33310311;33502614
ENSMUST00000009679;Rnmt;18;68300355;68324852
ENSMUST00000025427;Rnmt;18;68300400;68321906
ENSMUST00000092154;Rnpc3;3;113605067;113630149
ENSMUST00000106536;Rnpc3;3;113605464;113630149
ENSMUST00000077340;Rnpep;1;135262712;135284084
ENSMUST00000115371;Rnps1;17;24414646;24425895
ENSMUST00000088512;Rnps1;17;24414663;24425901
ENSMUST00000163717;Rnps1;17;24414675;24425895
ENSMUST00000000767;Rpa1;11;75300350;75348310
ENSMUST00000102561;Rpa2;4;132768335;132778752
ENSMUST00000018593;Rpain;11;70970213;70977833
ENSMUST00000027157;Rpe;1;66700831;66719805
ENSMUST00000080281;Rpl15;14;18267823;18271067
ENSMUST00000112598;Rpl15;14;18269000;18270626
ENSMUST00000103191;Rpl22;4;152325853;152332480
ENSMUST00000081840;Rpl32;6;115805505;115808747
ENSMUST00000203816;Rpl32;6;115805512;115808348
ENSMUST00000078804;Rpl35a;16;33056453;33060189
ENSMUST00000034966;Rpl4;9;64173375;64178666
ENSMUST00000078286;Rpl7l1;17;46773907;46782656
ENSMUST00000032143;Rpn1;6;88084482;88105304
ENSMUST00000116380;Rpn2;2;157279059;157326319
ENSMUST00000025714;Rpp30;19;36083731;36104777
ENSMUST00000062672;Rpp38;2;3328949;3332643
ENSMUST00000046206;Rprd1a;18;24484960;24530204
ENSMUST00000052499;Rps19bp1;15;80260615;80264315
ENSMUST00000043599;Rps6ka5;12;100549778;100725028
ENSMUST00000154617;Rps6kb1;11;86498871;86544805
ENSMUST00000047273;Rpusd1;17;25727717;25731464
ENSMUST00000028796;Rpusd2;2;119034790;119039769
ENSMUST00000034543;Rpusd4;9;35267865;35275965
ENSMUST00000091064;Rraga;4;86575668;86577285
ENSMUST00000022901;Rrm2b;15;37923952;37961103
ENSMUST00000023363;Rrn3;16;13780713;13814839
ENSMUST00000024766;Rrp36;17;46667458;46674255
ENSMUST00000018184;Rrp7a;15;83113433;83122801
ENSMUST00000047721;Rrp9;9;106477269;106485424
ENSMUST00000072079;Rrs1;1;9545408;9547455
ENSMUST00000036489;Rsbn1l;5;20893028;20951822
ENSMUST00000196780;Rsbn1l;5;20895591;20956398
ENSMUST00000119953;Rsl1d1;16;11192970;11203331
ENSMUST00000034738;Rsl24d1;9;73113448;73123333
ENSMUST00000060389;Rspry1;8;94601937;94660275
ENSMUST00000057795;Rsrc2;5;123728430;123749412
ENSMUST00000028059;Rsu1;2;13077012;13271415
ENSMUST00000000348;Rtca;3;116488963;116508208
ENSMUST00000001834;Rtcb;10;85938637;85957823
ENSMUST00000028767;Rtf1;2;119675068;119735407
ENSMUST00000025667;Rtn3;19;7425901;7483281
ENSMUST00000023828;Rttn;18;88971790;89131016
ENSMUST00000020643;Rufy1;11;50389286;50431125
ENSMUST00000040561;Rundc1;11;101425085;101435673
ENSMUST00000032165;Ruvbl1;6;88465409;88497572
ENSMUST00000107771;Ruvbl2;7;45421898;45434623
ENSMUST00000019917;Rwdd1;10;33996555;34019624
ENSMUST00000033973;Rwdd4a;8;47533664;47552825
ENSMUST00000101118;Rybp;6;100228565;100287485
ENSMUST00000113533;Sac3d1;19;6116000;6118650
ENSMUST00000026270;Sacm1l;9;123529759;123592600
ENSMUST00000094815;Sae1;7;16327050;16387785
ENSMUST00000025109;Sap130;18;31634383;31723061
ENSMUST00000128764;Sap18;14;57798180;57806638
ENSMUST00000140991;Sap30bp;11;115933282;115966725
ENSMUST00000020285;Sar1a;10;61680310;61693297
ENSMUST00000020653;Sar1b;11;51763687;51791925
ENSMUST00000105230;Sarnp;10;128821894;128877617
ENSMUST00000102625;Sars;3;108426612;108445169
ENSMUST00000094632;Sars2;7;28742002;28753871
ENSMUST00000044207;Sart1;19;5377523;5388703
ENSMUST00000019118;Sart3;5;113742446;113772510
ENSMUST00000021467;Sav1;12;69965012;69987002
ENSMUST00000059666;Saysd1;14;20075636;20083183
ENSMUST00000026387;Sbds;5;130245731;130255530
ENSMUST00000065263;Sbno1;5;124368702;124425914
ENSMUST00000085383;Scaf1;7;45002948;45016363
ENSMUST00000211735;Scaf1;7;45002948;45014404
ENSMUST00000047835;Scaf11;15;96413656;96460843
ENSMUST00000163419;Scaf4;16;90228951;90284308
ENSMUST00000079883;Scamp4;10;80602880;80615783
ENSMUST00000098350;Scap;9;110333356;110384950
ENSMUST00000037408;Scaper;9;55549883;55919605
ENSMUST00000021335;Scfd1;12;51377580;51450101
ENSMUST00000106701;Scp2;4;108044550;108071419
ENSMUST00000030340;Scp2;4;108043839;108118532
ENSMUST00000025890;Scyl1;19;5758427;5771401
ENSMUST00000174252;Scyl2;10;89638721;89686285
ENSMUST00000031364;Sdad1;5;92284010;92310024
ENSMUST00000038091;Sde2;1;180851127;180868113
ENSMUST00000002133;Sdf2;11;78245746;78255496
ENSMUST00000105578;Sdf4;4;155993377;156010318
ENSMUST00000050078;Sdf4;4;155992911;156013610
ENSMUST00000105579;Sdf4;4;155992872;156010210
ENSMUST00000025570;Sdhaf2;19;10500534;10525115
ENSMUST00000027338;Sdhaf4;1;23995939;24005656
ENSMUST00000111325;Sdr39u1;14;55897283;55900258
ENSMUST00000025394;Sec11c;18;65800515;65817684
ENSMUST00000032440;Sec13;6;113728062;113740743
ENSMUST00000156442;Sec16a;2;26409431;26429512
ENSMUST00000114082;Sec16a;2;26409431;26445214
ENSMUST00000043521;Sec22a;16;35311131;35363918
ENSMUST00000029476;Sec22b;3;97901190;97923276
ENSMUST00000021375;Sec23a;12;58958383;59012017
ENSMUST00000042942;Sec23ip;7;128744943;128784836
ENSMUST00000109097;Sec24a;11;51692264;51756618
ENSMUST00000001079;Sec24b;3;129982759;130060907
ENSMUST00000048657;Sec24c;14;20674308;20694852
ENSMUST00000094578;Sec31a;5;100361649;100416234
ENSMUST00000182433;Sec31a;5;100361650;100373484
ENSMUST00000032168;Sec61a1;6;88503579;88518905
ENSMUST00000065678;Sec61b;4;47474658;47483242
ENSMUST00000029256;Sec62;3;30792875;30821263
ENSMUST00000019937;Sec63;10;42761496;42832514
ENSMUST00000040117;Secisbp2;13;51651697;51684044
ENSMUST00000025421;Seh1l;18;67774876;67795487
ENSMUST00000044189;Senp1;15;98038744;98093744
ENSMUST00000023561;Senp2;16;22009484;22049269
ENSMUST00000005336;Senp3;11;69673115;69681846
ENSMUST00000023457;Senp5;16;31962506;32003163
ENSMUST00000027973;Sephs1;2;4881564;4910557
ENSMUST00000097432;Serac1;17;6042196;6079741
ENSMUST00000042990;Serbp1;6;67266624;67297736
ENSMUST00000203436;Serbp1;6;67266983;67284306
ENSMUST00000203077;Serbp1;6;67267011;67284311
ENSMUST00000204293;Serbp1;6;67267010;67284047
ENSMUST00000029385;Serp1;3;58519817;58525892
ENSMUST00000109586;Sertad2;11;20631979;20653021
ENSMUST00000047157;Setd1a;7;127777389;127800115
ENSMUST00000200460;Setd2;9;110573622;110618607
ENSMUST00000113155;Setd5;6;113105037;113153435
ENSMUST00000037141;Setd7;3;51515319;51560879
ENSMUST00000201145;Sf1;CHR_MG4249_PATCH;6363690;6378030
ENSMUST00000113487;Sf1;19;6363922;6377196
ENSMUST00000201388;Sf1;CHR_MG4249_PATCH;6363922;6377196
ENSMUST00000002198;Sf3a1;11;4160350;4182541
ENSMUST00000148665;Sf3a2;10;80798198;80804924
ENSMUST00000030734;Sf3a3;4;124714776;124732460
ENSMUST00000027127;Sf3b1;1;54985169;55027481
ENSMUST00000025774;Sf3b2;19;5273932;5295455
ENSMUST00000042012;Sf3b3;8;110810239;110846776
ENSMUST00000076372;Sf3b4;3;96172332;96177564
ENSMUST00000105139;Sf3b5;10;13005343;13009183
ENSMUST00000046207;Sf3b6;12;4817544;4827659
ENSMUST00000054230;Sfmbt1;14;30715615;30822721
ENSMUST00000030623;Sfpq;4;127021324;127031236
ENSMUST00000054984;Sft2d3;18;31909098;31911824
ENSMUST00000057631;Sgsm2;11;74849261;74897060
ENSMUST00000005067;Sgta;10;81044075;81060178
ENSMUST00000205440;Sh2b1;7;126466994;126475090
ENSMUST00000205497;Sh2b1;7;126467005;126475050
ENSMUST00000032978;Sh2b1;7;126466996;126475103
ENSMUST00000073128;Sh3bp5l;11;58330750;58347725
ENSMUST00000003268;Sh3gl1;17;56016750;56036635
ENSMUST00000100215;Sh3glb2;2;30344809;30359240
ENSMUST00000028214;Sh3glb2;2;30344809;30359316
ENSMUST00000023211;Sharpin;15;76347040;76351111
ENSMUST00000026470;Shmt2;10;127517139;127522444
ENSMUST00000113312;Shq1;6;100568256;100671157
ENSMUST00000114573;Sidt2;9;45937875;45954977
ENSMUST00000038488;Sidt2;9;45937857;45955258
ENSMUST00000059354;Sigmar1;4;41738493;41741359
ENSMUST00000126865;Sik3;9;46012820;46224194
ENSMUST00000029447;Sike1;3;102995708;103008459
ENSMUST00000025215;Sil1;18;35266396;35498929
ENSMUST00000049169;Sin3a;9;57086581;57128366
ENSMUST00000004494;Sin3b;8;72723288;72758201
ENSMUST00000109950;Sin3b;8;72723285;72739906
ENSMUST00000166429;Sipa1l1;12;82169420;82451786
ENSMUST00000053969;Sipa1l1;12;82311349;82451782
ENSMUST00000037324;Skp1a;11;52232009;52246858
ENSMUST00000144843;Slain2;5;72914304;72978829
ENSMUST00000143829;Slain2;5;72914369;72978811
ENSMUST00000019044;Slc22a5;11;53864542;53891660
ENSMUST00000014750;Slc25a11;11;70644196;70647058
ENSMUST00000033871;Slc25a15;8;22375551;22398597
ENSMUST00000023040;Slc25a17;15;81318911;81360812
ENSMUST00000046038;Slc25a28;19;43663801;43674881
ENSMUST00000164505;Slc25a3;10;91116808;91123955
ENSMUST00000076694;Slc25a3;10;91116574;91124059
ENSMUST00000022908;Slc25a32;15;39091231;39112716
ENSMUST00000202369;Slc25a32;CHR_MG4261_PATCH;38954382;38975867
ENSMUST00000085206;Slc25a36;9;97074961;97111157
ENSMUST00000035024;Slc25a36;9;97075565;97084470
ENSMUST00000060396;Slc25a46;18;31580168;31609902
ENSMUST00000016463;Slc25a5;X;36795651;36798807
ENSMUST00000146409;Slc26a2;18;61192919;61211612
ENSMUST00000067246;Slc30a5;13;100802648;100833427
ENSMUST00000024870;Slc30a6;17;74395608;74424221
ENSMUST00000067485;Slc30a7;3;115938973;116007406
ENSMUST00000162372;Slc30a9;5;67306955;67358443
ENSMUST00000029402;Slc33a1;3;63942330;63964768
ENSMUST00000029970;Slc35a1;4;34663257;34687438
ENSMUST00000029569;Slc35a3;3;116669470;116712650
ENSMUST00000036158;Slc35a4;18;36679592;36683858
ENSMUST00000023344;Slc35a5;16;45139573;45158706
ENSMUST00000167513;Slc35b3;13;38932305;38960529
ENSMUST00000019143;Slc35b4;6;34153380;34177111
ENSMUST00000152080;Slc35e1;8;72480641;72492614
ENSMUST00000105608;Slc35e2;4;155601416;155623340
